observed_timestamp,RCM-currentspeed_m/s,RCM-direction_deg
2019-05-16 21:56:54+00:00,8.247,338.13
2019-05-16 22:06:54+00:00,7.942,346.231
2019-05-16 22:16:54+00:00,8.724,343.681
2019-05-16 22:26:54+00:00,7.423,348.429
2019-05-16 22:36:54+00:00,7.233,348.966
2019-05-16 22:46:54+00:00,7.466,343.165
2019-05-16 22:56:54+00:00,8.835,328.941
2019-05-16 23:06:54+00:00,7.789,323.268
2019-05-16 23:16:54+00:00,8.246,308.462
2019-05-16 23:26:54+00:00,4.562,337.096
2019-05-16 23:36:54+00:00,7.095,306.298
2019-05-16 23:46:54+00:00,11.376,294.393
2019-05-16 23:56:54+00:00,12.822,292.938
2019-05-17 00:06:54+00:00,13.601,297.934
2019-05-17 00:16:54+00:00,15.183,293.412
2019-05-17 00:26:54+00:00,15.107,289.759
2019-05-17 00:36:54+00:00,16.391,293.518
2019-05-17 00:46:54+00:00,15.027,297.582
2019-05-17 00:56:54+00:00,15.024,295.176
2019-05-17 01:06:54+00:00,14.548,289.643
2019-05-17 01:16:54+00:00,14.062,289.932
2019-05-17 01:26:54+00:00,13.323,284.7
2019-05-17 01:36:54+00:00,7.437,274.381
2019-05-17 01:46:54+00:00,5.029,252.595
2019-05-17 01:56:54+00:00,6.72,220.815
2019-05-17 02:06:54+00:00,5.632,220.743
2019-05-17 02:16:54+00:00,1.852,116.041
2019-05-17 02:26:54+00:00,4.219,7.54
2019-05-17 02:36:54+00:00,1.901,295.71
2019-05-17 02:46:54+00:00,1.711,291.719
2019-05-17 02:56:54+00:00,1.809,288.29
2019-05-17 03:06:54+00:00,1.595,293.211
2019-05-17 03:16:54+00:00,1.472,179.371
2019-05-17 03:26:54+00:00,3.697,238.411
2019-05-17 03:36:54+00:00,1.529,309.048
2019-05-17 03:46:54+00:00,4.43,300.538
2019-05-17 03:56:54+00:00,3.864,282.076
2019-05-17 04:06:54+00:00,5.711,278.365
2019-05-17 04:16:54+00:00,5.23,296.513
2019-05-17 04:26:54+00:00,3.344,273.768
2019-05-17 04:36:54+00:00,3.121,261.979
2019-05-17 04:46:54+00:00,3.309,256.564
2019-05-17 04:56:54+00:00,4.671,205.408
2019-05-17 05:06:54+00:00,0.55,203.151
2019-05-17 05:16:54+00:00,3.001,209.709
2019-05-17 05:26:54+00:00,4.123,188.873
2019-05-17 05:36:54+00:00,4.225,203.686
2019-05-17 05:46:54+00:00,1.887,244.13
2019-05-17 05:56:54+00:00,2.837,208.155
2019-05-17 06:06:54+00:00,2.552,230.728
2019-05-17 06:16:54+00:00,2.067,174.224
2019-05-17 06:26:54+00:00,4.868,346.145
2019-05-17 06:36:54+00:00,4.545,179.991
2019-05-17 06:46:54+00:00,3.24,178.514
2019-05-17 06:56:54+00:00,3.931,167.881
2019-05-17 07:06:54+00:00,2.158,156.291
2019-05-17 07:16:54+00:00,2.168,149.975
2019-05-17 07:26:54+00:00,1.675,237.527
2019-05-17 07:36:54+00:00,1.796,270.07
2019-05-17 07:46:54+00:00,3.288,301.942
2019-05-17 07:56:54+00:00,2.006,285.81
2019-05-17 08:06:54+00:00,3.686,284.463
2019-05-17 08:16:54+00:00,3.396,289.288
2019-05-17 08:26:54+00:00,5.137,318.035
2019-05-17 08:36:54+00:00,5.741,325.558
2019-05-17 08:46:54+00:00,7.197,325.879
2019-05-17 08:56:54+00:00,6.254,321.219
2019-05-17 09:06:54+00:00,8.144,326.472
2019-05-17 09:16:54+00:00,5.447,312.692
2019-05-17 09:26:54+00:00,5.113,308.659
2019-05-17 09:36:54+00:00,4.755,288.407
2019-05-17 09:46:54+00:00,3.614,300.756
2019-05-17 09:56:54+00:00,4.891,325.165
2019-05-17 10:06:54+00:00,5.124,325.538
2019-05-17 10:16:54+00:00,4.093,318.391
2019-05-17 10:26:54+00:00,4.254,270.668
2019-05-17 10:36:54+00:00,4.129,296.732
2019-05-17 10:46:54+00:00,3.311,296.534
2019-05-17 10:56:54+00:00,4.046,300.569
2019-05-17 11:06:54+00:00,4.405,315.502
2019-05-17 11:16:54+00:00,6.337,315.419
2019-05-17 11:26:54+00:00,6.811,316.751
2019-05-17 11:36:54+00:00,6.945,303.046
2019-05-17 11:46:54+00:00,7.841,313.294
2019-05-17 11:56:54+00:00,6.16,304.269
2019-05-17 12:06:54+00:00,8.919,291.537
2019-05-17 12:16:54+00:00,9.775,310.061
2019-05-17 12:26:54+00:00,7.08,336.418
2019-05-17 12:36:54+00:00,7.962,349.251
2019-05-17 12:46:54+00:00,5.29,2.444
2019-05-17 12:56:54+00:00,7.753,349.878
2019-05-17 13:06:54+00:00,12.405,352.47
2019-05-17 13:16:54+00:00,9.401,1.448
2019-05-17 13:26:54+00:00,6.91,357.929
2019-05-17 13:36:54+00:00,1.465,340.766
2019-05-17 13:46:54+00:00,3.748,6.329
2019-05-17 13:56:54+00:00,2.957,341.056
2019-05-17 14:06:54+00:00,7.584,3.559
2019-05-17 14:16:54+00:00,7.467,356.696
2019-05-17 14:26:54+00:00,5.115,346.347
2019-05-17 14:36:54+00:00,5.644,324.672
2019-05-17 14:46:54+00:00,6.989,345.492
2019-05-17 14:56:54+00:00,6.886,333.867
2019-05-17 15:06:54+00:00,5.896,343.454
2019-05-17 15:16:54+00:00,4.927,333.194
2019-05-17 15:26:54+00:00,7.923,0.278
2019-05-17 15:36:54+00:00,8.261,345.179
2019-05-17 15:46:54+00:00,8.281,332.459
2019-05-17 15:56:54+00:00,4.649,308.741
2019-05-17 16:06:54+00:00,3.842,307.279
2019-05-17 16:16:54+00:00,6.629,318.992
2019-05-17 16:26:54+00:00,7.697,310.37
2019-05-17 16:36:54+00:00,6.035,309.587
2019-05-17 16:46:54+00:00,7.388,309.648
2019-05-17 16:56:54+00:00,5.907,321.885
2019-05-17 17:06:54+00:00,4.944,339.734
2019-05-17 17:16:54+00:00,4.172,351.389
2019-05-17 17:26:54+00:00,4.267,330.346
2019-05-17 17:36:54+00:00,3.68,32.386
2019-05-17 17:46:54+00:00,3.028,45.674
2019-05-17 17:56:54+00:00,3.915,28.061
2019-05-17 18:06:54+00:00,1.242,337.942
2019-05-17 18:16:54+00:00,1.912,323.55
2019-05-17 18:26:54+00:00,2.788,330.548
2019-05-17 18:36:54+00:00,3.123,322.346
2019-05-17 18:46:54+00:00,2.424,242.32
2019-05-17 18:56:54+00:00,6.607,214.834
2019-05-17 19:06:54+00:00,4.997,161.916
2019-05-17 19:16:54+00:00,4.359,176.962
2019-05-17 19:26:54+00:00,2.331,144.893
2019-05-17 19:36:54+00:00,0.957,193.766
2019-05-17 19:46:54+00:00,3.649,228.595
2019-05-17 19:56:54+00:00,3.862,216.72
2019-05-17 20:06:54+00:00,4.24,212.971
2019-05-17 20:16:54+00:00,3.559,236.577
2019-05-17 20:26:54+00:00,3.353,240.254
2019-05-17 20:36:54+00:00,3.102,270.643
2019-05-17 20:46:54+00:00,2.911,283.698
2019-05-17 20:56:54+00:00,2.124,263.484
2019-05-17 21:06:54+00:00,4.117,189.751
2019-05-17 21:16:54+00:00,4.248,166.211
2019-05-17 21:26:54+00:00,2.059,233.224
2019-05-17 21:36:54+00:00,1.384,230.462
2019-05-17 21:46:54+00:00,2.186,274.856
2019-05-17 21:56:54+00:00,2.62,258.232
2019-05-17 22:06:54+00:00,3.269,257.593
2019-05-17 22:16:54+00:00,2.799,288.473
2019-05-17 22:26:54+00:00,4.644,259.878
2019-05-17 22:36:54+00:00,4.247,254.615
2019-05-17 22:46:54+00:00,4.846,259.494
2019-05-17 22:56:54+00:00,3.789,242.155
2019-05-17 23:06:54+00:00,2.19,285.568
2019-05-17 23:16:54+00:00,2.557,306.975
2019-05-17 23:26:54+00:00,5.016,310.092
2019-05-17 23:36:54+00:00,4.859,302.847
2019-05-17 23:46:54+00:00,3.369,307.743
2019-05-17 23:56:54+00:00,4.313,319.423
2019-05-18 00:06:54+00:00,5.245,322.413
2019-05-18 00:16:54+00:00,5.737,320.1
2019-05-18 00:26:54+00:00,5.812,308.111
2019-05-18 00:36:54+00:00,6.743,284.816
2019-05-18 00:46:54+00:00,7.446,286.07
2019-05-18 00:56:54+00:00,6.338,301.161
2019-05-18 01:06:54+00:00,7.441,292.122
2019-05-18 01:16:54+00:00,7.166,292.746
2019-05-18 01:26:54+00:00,6.455,276.721
2019-05-18 01:36:54+00:00,5.766,253.877
2019-05-18 01:46:54+00:00,5.46,252.695
2019-05-18 01:56:54+00:00,4.85,246.085
2019-05-18 02:06:54+00:00,7.042,258.993
2019-05-18 02:16:54+00:00,6.646,242.28
2019-05-18 02:26:54+00:00,3.814,283.418
2019-05-18 02:36:54+00:00,7.01,346.012
2019-05-18 02:46:54+00:00,3.698,320.95
2019-05-18 02:56:54+00:00,0.239,46.546
2019-05-18 03:06:54+00:00,2.057,232.562
2019-05-18 03:16:54+00:00,4.953,240.761
2019-05-18 03:26:54+00:00,3.095,261.809
2019-05-18 03:36:54+00:00,3.564,236.37
2019-05-18 03:46:54+00:00,4.856,244.153
2019-05-18 03:56:54+00:00,5.814,238.83
2019-05-18 04:06:54+00:00,5.518,227.442
2019-05-18 04:16:54+00:00,4.446,225.104
2019-05-18 04:26:54+00:00,5.273,247.099
2019-05-18 04:36:54+00:00,3.118,279.512
2019-05-18 04:46:54+00:00,8.7,314.576
2019-05-18 04:56:54+00:00,8.499,293.901
2019-05-18 05:06:54+00:00,3.964,260.197
2019-05-18 05:16:54+00:00,6.513,225.172
2019-05-18 05:26:54+00:00,5.161,270.551
2019-05-18 05:36:54+00:00,6.53,306.071
2019-05-18 05:46:54+00:00,6.921,306.317
2019-05-18 05:56:54+00:00,1.145,331.266
2019-05-18 06:06:54+00:00,4.353,279.556
2019-05-18 06:16:54+00:00,2.818,216.478
2019-05-18 06:26:54+00:00,5.465,178.487
2019-05-18 06:36:54+00:00,2.277,140.475
2019-05-18 06:46:54+00:00,2.147,344.347
2019-05-18 06:56:54+00:00,0.806,216.093
2019-05-18 07:06:54+00:00,0.509,171.499
2019-05-18 07:16:54+00:00,3.758,202.605
2019-05-18 07:26:54+00:00,4.959,198.518
2019-05-18 07:36:54+00:00,1.98,220.917
2019-05-18 07:46:54+00:00,2.462,210.11
2019-05-18 07:56:54+00:00,5.066,201.143
2019-05-18 08:06:54+00:00,3.789,195.818
2019-05-18 08:16:54+00:00,3.675,221.008
2019-05-18 08:26:54+00:00,4.948,220.417
2019-05-18 08:36:54+00:00,4.422,200.062
2019-05-18 08:46:54+00:00,3.647,248.761
2019-05-18 08:56:54+00:00,3.851,271.498
2019-05-18 09:06:54+00:00,5.228,265.189
2019-05-18 09:16:54+00:00,5.773,269.795
2019-05-18 09:26:54+00:00,5.955,267.155
2019-05-18 09:36:54+00:00,4.761,285.617
2019-05-18 09:46:54+00:00,5.562,295.589
2019-05-18 09:56:54+00:00,7.09,287.329
2019-05-18 10:06:54+00:00,6.818,288.293
2019-05-18 10:16:54+00:00,6.323,303.747
2019-05-18 10:26:54+00:00,6.309,318.955
2019-05-18 10:36:54+00:00,7.15,313.084
2019-05-18 10:46:54+00:00,8.637,313.175
2019-05-18 10:56:54+00:00,7.053,300.246
2019-05-18 11:06:54+00:00,7.792,312.936
2019-05-18 11:16:54+00:00,6.827,307.254
2019-05-18 11:26:54+00:00,7.528,297.576
2019-05-18 11:36:54+00:00,8.017,301.039
2019-05-18 11:46:54+00:00,7.249,283.724
2019-05-18 11:56:54+00:00,7.473,282.236
2019-05-18 12:06:54+00:00,7.467,299.154
2019-05-18 12:16:54+00:00,7.449,297.685
2019-05-18 12:26:54+00:00,8.471,315.77
2019-05-18 12:36:54+00:00,9.076,309.533
2019-05-18 12:46:54+00:00,8.525,308.505
2019-05-18 12:56:54+00:00,8.407,317.472
2019-05-18 13:06:54+00:00,10.134,311.077
2019-05-18 13:16:54+00:00,9.325,297.324
2019-05-18 13:26:54+00:00,8.463,290.582
2019-05-18 13:36:54+00:00,13.005,288.024
2019-05-18 13:46:54+00:00,13.185,288.348
2019-05-18 13:56:54+00:00,11.935,293.43
2019-05-18 14:06:54+00:00,13.789,290.699
2019-05-18 14:16:54+00:00,10.741,282.085
2019-05-18 14:26:54+00:00,6.936,267.733
2019-05-18 14:36:54+00:00,4.089,256.939
2019-05-18 14:46:54+00:00,6.45,268.881
2019-05-18 14:56:54+00:00,7.474,280.049
2019-05-18 15:06:54+00:00,7.02,279.751
2019-05-18 15:16:54+00:00,4.706,249.975
2019-05-18 15:26:54+00:00,5.259,264.448
2019-05-18 15:36:54+00:00,5.401,255.17
2019-05-18 15:46:54+00:00,7.171,236.543
2019-05-18 15:56:54+00:00,1.475,74.094
2019-05-18 16:06:54+00:00,0.379,11.38
2019-05-18 16:16:54+00:00,2.541,344.584
2019-05-18 16:26:54+00:00,2.65,333.77
2019-05-18 16:36:54+00:00,3.739,298.827
2019-05-18 16:46:54+00:00,3.309,254.583
2019-05-18 16:56:54+00:00,3.063,253.853
2019-05-18 17:06:54+00:00,3.952,265.866
2019-05-18 17:16:54+00:00,3.587,246.477
2019-05-18 17:26:54+00:00,2.867,238.786
2019-05-18 17:36:54+00:00,3.764,199.876
2019-05-18 17:46:54+00:00,0.738,160.748
2019-05-18 17:56:54+00:00,1.548,157.6
2019-05-18 18:06:54+00:00,3.046,235.984
2019-05-18 18:16:54+00:00,3.31,165.41
2019-05-18 18:26:54+00:00,3.459,175.006
2019-05-18 18:36:54+00:00,8.017,163.747
2019-05-18 18:46:54+00:00,8.165,167.934
2019-05-18 18:56:54+00:00,7.272,155.777
2019-05-18 19:06:54+00:00,7.476,169.498
2019-05-18 19:16:54+00:00,6.549,169.851
2019-05-18 19:26:54+00:00,6.379,163.607
2019-05-18 19:36:54+00:00,4.68,177.595
2019-05-18 19:46:54+00:00,2.591,198.529
2019-05-18 19:56:54+00:00,4.111,203.632
2019-05-18 20:06:54+00:00,4.544,194.363
2019-05-18 20:16:54+00:00,6.36,213.065
2019-05-18 20:26:54+00:00,6.202,205.57
2019-05-18 20:36:54+00:00,5.26,202.722
2019-05-18 20:46:54+00:00,3.342,225.3
2019-05-18 20:56:54+00:00,2.701,244.717
2019-05-18 21:06:54+00:00,2.45,227.351
2019-05-18 21:16:54+00:00,2.187,235.908
2019-05-18 21:26:54+00:00,2.503,224.871
2019-05-18 21:36:54+00:00,1.719,350.604
2019-05-18 21:46:54+00:00,2.692,325.472
2019-05-18 21:56:54+00:00,2.09,324.454
2019-05-18 22:06:54+00:00,2.829,298.452
2019-05-18 22:16:54+00:00,3.611,348.114
2019-05-18 22:26:54+00:00,3.99,329.603
2019-05-18 22:36:54+00:00,5.886,351.526
2019-05-18 22:46:54+00:00,5.07,343.476
2019-05-18 22:56:54+00:00,6.076,352.049
2019-05-18 23:06:54+00:00,4.441,347.741
2019-05-18 23:16:54+00:00,4.464,352.261
2019-05-18 23:26:54+00:00,4.492,335.784
2019-05-18 23:36:54+00:00,3.74,334.55
2019-05-18 23:46:54+00:00,4.673,316.388
2019-05-18 23:56:54+00:00,3.385,308.579
2019-05-19 00:06:54+00:00,2.47,296.468
2019-05-19 00:16:54+00:00,5.748,266.006
2019-05-19 00:26:54+00:00,4.82,288.091
2019-05-19 00:36:54+00:00,6.06,270.504
2019-05-19 00:46:54+00:00,5.333,266.223
2019-05-19 00:56:54+00:00,3.607,268.618
2019-05-19 01:06:54+00:00,5.821,245.412
2019-05-19 01:16:54+00:00,1.731,301.386
2019-05-19 01:26:54+00:00,2.005,322.851
2019-05-19 01:36:54+00:00,2.087,275.395
2019-05-19 01:46:54+00:00,4.242,294.656
2019-05-19 01:56:54+00:00,4.839,338.956
2019-05-19 02:06:54+00:00,2.946,313.509
2019-05-19 02:16:54+00:00,4.158,289.541
2019-05-19 02:26:54+00:00,4.86,297.342
2019-05-19 02:36:54+00:00,2.786,282.97
2019-05-19 02:46:54+00:00,7.661,282.097
2019-05-19 02:56:54+00:00,7.092,290.621
2019-05-19 03:06:54+00:00,3.492,234.879
2019-05-19 03:16:54+00:00,2.487,291.888
2019-05-19 03:26:54+00:00,4.728,339.509
2019-05-19 03:36:54+00:00,8.779,306.125
2019-05-19 03:46:54+00:00,13.29,317.361
2019-05-19 03:56:54+00:00,13.749,308.525
2019-05-19 04:06:54+00:00,8.497,336.402
2019-05-19 04:16:54+00:00,2.501,195.76
2019-05-19 04:26:54+00:00,3.434,156.017
2019-05-19 04:36:54+00:00,0.96,278.978
2019-05-19 04:46:54+00:00,4.508,350.965
2019-05-19 04:56:54+00:00,1.912,27.086
2019-05-19 05:06:54+00:00,0.547,155.616
2019-05-19 05:16:54+00:00,1.249,204.172
2019-05-19 05:26:54+00:00,1.081,86.715
2019-05-19 05:36:54+00:00,0.372,42.782
2019-05-19 05:46:54+00:00,2.939,301.401
2019-05-19 05:56:54+00:00,1.948,217.755
2019-05-19 06:06:54+00:00,2.28,179.595
2019-05-19 06:16:54+00:00,4.532,181.031
2019-05-19 06:26:54+00:00,2.874,217.054
2019-05-19 06:36:54+00:00,3.568,173.463
2019-05-19 06:46:54+00:00,7.378,173.588
2019-05-19 06:56:54+00:00,7.689,176.553
2019-05-19 07:06:54+00:00,6.364,181.194
2019-05-19 07:16:54+00:00,6.77,194.32
2019-05-19 07:26:54+00:00,7.08,175.199
2019-05-19 07:36:54+00:00,7.279,174.02
2019-05-19 07:46:54+00:00,8.173,170.333
2019-05-19 07:56:54+00:00,7.057,190.707
2019-05-19 08:06:54+00:00,4.383,222.907
2019-05-19 08:16:54+00:00,6.961,194.972
2019-05-19 08:26:54+00:00,7.05,215.313
2019-05-19 08:36:54+00:00,2.364,213.431
2019-05-19 08:46:54+00:00,3.266,214.413
2019-05-19 08:56:54+00:00,4.158,292.66
2019-05-19 09:06:54+00:00,4.701,323.459
2019-05-19 09:16:54+00:00,7.01,328.646
2019-05-19 09:26:54+00:00,8.357,340.857
2019-05-19 09:36:54+00:00,8.63,348.84
2019-05-19 09:46:54+00:00,6.843,335.924
2019-05-19 09:56:54+00:00,7.903,342.001
2019-05-19 10:06:54+00:00,8.516,347.064
2019-05-19 10:16:54+00:00,5.569,337.146
2019-05-19 10:26:54+00:00,4.903,341.407
2019-05-19 10:36:54+00:00,5.606,330.89
2019-05-19 10:46:54+00:00,3.728,339.777
2019-05-19 10:56:54+00:00,4.551,330.138
2019-05-19 11:06:54+00:00,8.519,331.861
2019-05-19 11:16:54+00:00,10.544,341.141
2019-05-19 11:26:54+00:00,12.669,346.664
2019-05-19 11:36:54+00:00,11.002,341.009
2019-05-19 11:46:54+00:00,8.221,316.09
2019-05-19 11:56:54+00:00,7.144,328.927
2019-05-19 12:06:54+00:00,9.467,308.881
2019-05-19 12:16:54+00:00,8.425,308.04
2019-05-19 12:26:54+00:00,6.047,315.462
2019-05-19 12:36:54+00:00,8.076,315.621
2019-05-19 12:46:54+00:00,6.127,320.529
2019-05-19 12:56:54+00:00,4.995,306.859
2019-05-19 13:06:54+00:00,6.419,305.368
2019-05-19 13:16:54+00:00,7.99,298.824
2019-05-19 13:26:54+00:00,8.339,299.017
2019-05-19 13:36:54+00:00,11.034,299.957
2019-05-19 13:46:54+00:00,11.415,300.411
2019-05-19 13:56:54+00:00,13.248,300.426
2019-05-19 14:06:54+00:00,12.106,302.635
2019-05-19 14:16:54+00:00,12.812,294.512
2019-05-19 14:26:54+00:00,11.995,299.182
2019-05-19 14:36:54+00:00,8.49,305.063
2019-05-19 14:46:54+00:00,9.531,282.777
2019-05-19 14:56:54+00:00,6.092,256.319
2019-05-19 15:06:54+00:00,5.651,301.309
2019-05-19 15:16:54+00:00,11.181,299.234
2019-05-19 15:26:54+00:00,11.343,291.062
2019-05-19 15:36:54+00:00,13.315,292.842
2019-05-19 15:46:54+00:00,11.619,290.608
2019-05-19 15:56:54+00:00,11.59,287.971
2019-05-19 16:06:54+00:00,11.497,288.999
2019-05-19 16:16:54+00:00,13.587,299.316
2019-05-19 16:26:54+00:00,13.954,293.766
2019-05-19 16:36:54+00:00,12.314,294.087
2019-05-19 16:46:54+00:00,11.723,284.92
2019-05-19 16:56:54+00:00,10.003,291.127
2019-05-19 17:06:54+00:00,7.615,297.984
2019-05-19 17:16:54+00:00,8.357,300.015
2019-05-19 17:26:54+00:00,8.217,301.14
2019-05-19 17:36:54+00:00,7.64,297.048
2019-05-19 17:46:54+00:00,7.072,301.824
2019-05-19 17:56:54+00:00,5.839,295.305
2019-05-19 18:06:54+00:00,5.119,312.865
2019-05-19 18:16:54+00:00,4.338,323.821
2019-05-19 18:26:54+00:00,2.213,330.976
2019-05-19 18:36:54+00:00,1.913,281.032
2019-05-19 18:46:54+00:00,2.866,265.982
2019-05-19 18:56:54+00:00,2.23,176.717
2019-05-19 19:06:54+00:00,6.685,185.178
2019-05-19 19:16:54+00:00,3.517,170.784
2019-05-19 19:26:54+00:00,4.372,168.345
2019-05-19 19:36:54+00:00,4.183,174.052
2019-05-19 19:46:54+00:00,2.622,205.798
2019-05-19 19:56:54+00:00,2.318,247.264
2019-05-19 20:06:54+00:00,1.808,299.928
2019-05-19 20:16:54+00:00,2.933,290.043
2019-05-19 20:26:54+00:00,3.037,299.307
2019-05-19 20:36:54+00:00,4.62,331.398
2019-05-19 20:46:54+00:00,3.408,331.466
2019-05-19 20:56:54+00:00,4.155,352.279
2019-05-19 21:06:54+00:00,3.759,359.658
2019-05-19 21:16:54+00:00,1.295,136.569
2019-05-19 21:26:54+00:00,1.816,254.278
2019-05-19 21:36:54+00:00,2.848,176.252
2019-05-19 21:46:54+00:00,1.731,166.929
2019-05-19 21:56:54+00:00,2.24,205.342
2019-05-19 22:06:54+00:00,2.401,305.88
2019-05-19 22:16:54+00:00,3.936,340.528
2019-05-19 22:26:54+00:00,4.174,335.806
2019-05-19 22:36:54+00:00,6.446,352.391
2019-05-19 22:46:54+00:00,8.413,359.723
2019-05-19 22:56:54+00:00,7.342,349.031
2019-05-19 23:06:54+00:00,9.664,354.709
2019-05-19 23:16:54+00:00,10.122,354.489
2019-05-19 23:26:54+00:00,7.995,11.415
2019-05-19 23:36:54+00:00,8.302,351.499
2019-05-19 23:46:54+00:00,7.549,0.633
2019-05-19 23:56:54+00:00,7.326,9.252
2019-05-20 00:06:54+00:00,7.474,352.382
2019-05-20 00:16:54+00:00,5.78,359.922
2019-05-20 00:26:54+00:00,6.863,330.128
2019-05-20 00:36:54+00:00,8.623,312.466
2019-05-20 00:46:54+00:00,10.742,304.358
2019-05-20 00:56:54+00:00,8.588,304.076
2019-05-20 01:06:54+00:00,10.893,295.844
2019-05-20 01:16:54+00:00,11.139,296.577
2019-05-20 01:26:54+00:00,13.706,293.712
2019-05-20 01:36:54+00:00,9.474,278.16
2019-05-20 01:46:54+00:00,4.147,256.113
2019-05-20 01:56:54+00:00,3.224,289.386
2019-05-20 02:06:54+00:00,6.225,281.793
2019-05-20 02:16:54+00:00,10.231,280.803
2019-05-20 02:26:54+00:00,10.044,284.065
2019-05-20 02:36:54+00:00,11.093,284.0
2019-05-20 02:46:54+00:00,12.858,290.866
2019-05-20 02:56:54+00:00,14.682,298.541
2019-05-20 03:06:54+00:00,14.823,299.762
2019-05-20 03:16:54+00:00,12.766,305.425
2019-05-20 03:26:54+00:00,12.841,304.494
2019-05-20 03:36:54+00:00,11.551,306.327
2019-05-20 03:46:54+00:00,12.167,295.917
2019-05-20 03:56:54+00:00,8.796,276.67
2019-05-20 04:06:54+00:00,6.15,271.977
2019-05-20 04:16:54+00:00,4.797,289.755
2019-05-20 04:26:54+00:00,6.577,283.133
2019-05-20 04:36:54+00:00,5.061,279.92
2019-05-20 04:46:54+00:00,2.456,242.543
2019-05-20 04:56:54+00:00,5.464,257.079
2019-05-20 05:06:54+00:00,4.229,219.858
2019-05-20 05:16:54+00:00,4.979,258.583
2019-05-20 05:26:54+00:00,4.802,255.511
2019-05-20 05:36:54+00:00,3.617,259.623
2019-05-20 05:46:54+00:00,5.316,260.88
2019-05-20 05:56:54+00:00,2.59,265.801
2019-05-20 06:06:54+00:00,3.535,272.388
2019-05-20 06:16:54+00:00,3.339,259.235
2019-05-20 06:26:54+00:00,2.408,334.107
2019-05-20 06:36:54+00:00,4.14,345.089
2019-05-20 06:46:54+00:00,1.33,240.369
2019-05-20 06:56:54+00:00,2.73,223.528
2019-05-20 07:06:54+00:00,2.567,216.144
2019-05-20 07:16:54+00:00,3.373,218.264
2019-05-20 07:26:54+00:00,6.642,172.115
2019-05-20 07:36:54+00:00,11.344,163.523
2019-05-20 07:46:54+00:00,10.898,168.701
2019-05-20 07:56:54+00:00,9.145,175.757
2019-05-20 08:06:54+00:00,6.017,195.335
2019-05-20 08:16:54+00:00,10.974,191.6
2019-05-20 08:26:54+00:00,8.302,202.252
2019-05-20 08:36:54+00:00,6.489,218.379
2019-05-20 08:46:54+00:00,3.576,215.678
2019-05-20 08:56:54+00:00,5.147,220.516
2019-05-20 09:06:54+00:00,1.926,232.209
2019-05-20 09:16:54+00:00,3.433,253.803
2019-05-20 09:26:54+00:00,3.877,227.395
2019-05-20 09:36:54+00:00,2.881,307.096
2019-05-20 09:46:54+00:00,2.423,307.019
2019-05-20 09:56:54+00:00,2.579,295.849
2019-05-20 10:06:54+00:00,2.676,332.087
2019-05-20 10:16:54+00:00,1.357,314.846
2019-05-20 10:26:54+00:00,1.845,3.848
2019-05-20 10:36:54+00:00,2.636,301.717
2019-05-20 10:46:54+00:00,2.853,302.031
2019-05-20 10:56:54+00:00,2.266,286.985
2019-05-20 11:06:54+00:00,2.067,301.728
2019-05-20 11:16:54+00:00,6.112,344.613
2019-05-20 11:26:54+00:00,6.427,344.126
2019-05-20 11:36:54+00:00,7.344,352.277
2019-05-20 11:46:54+00:00,5.142,338.198
2019-05-20 11:56:54+00:00,7.944,332.851
2019-05-20 12:06:54+00:00,6.623,317.058
2019-05-20 12:16:54+00:00,7.476,332.733
2019-05-20 12:26:54+00:00,9.702,329.85
2019-05-20 12:36:54+00:00,7.473,330.961
2019-05-20 12:46:54+00:00,9.415,331.391
2019-05-20 12:56:54+00:00,6.832,351.699
2019-05-20 13:06:54+00:00,9.755,322.44
2019-05-20 13:16:54+00:00,7.624,313.281
2019-05-20 13:26:54+00:00,7.081,323.547
2019-05-20 13:36:54+00:00,8.999,318.521
2019-05-20 13:46:54+00:00,11.086,305.434
2019-05-20 13:56:54+00:00,11.571,305.689
2019-05-20 14:06:54+00:00,11.585,314.145
2019-05-20 14:16:54+00:00,8.958,319.921
2019-05-20 14:26:54+00:00,11.689,303.233
2019-05-20 14:36:54+00:00,14.409,303.396
2019-05-20 14:46:54+00:00,14.979,305.498
2019-05-20 14:56:54+00:00,14.182,298.816
2019-05-20 15:06:54+00:00,14.351,293.274
2019-05-20 15:16:54+00:00,12.485,291.767
2019-05-20 15:26:54+00:00,12.955,304.039
2019-05-20 15:36:54+00:00,15.066,303.81
2019-05-20 15:46:54+00:00,14.605,298.439
2019-05-20 15:56:54+00:00,15.09,293.84
2019-05-20 16:06:54+00:00,16.138,298.879
2019-05-20 16:16:54+00:00,14.331,297.715
2019-05-20 16:26:54+00:00,14.671,297.904
2019-05-20 16:36:54+00:00,12.341,300.486
2019-05-20 16:46:54+00:00,12.25,294.686
2019-05-20 16:56:54+00:00,10.493,288.586
2019-05-20 17:06:54+00:00,9.839,280.981
2019-05-20 17:16:54+00:00,4.797,277.775
2019-05-20 17:26:54+00:00,4.307,247.175
2019-05-20 17:36:54+00:00,3.042,220.865
2019-05-20 17:46:54+00:00,2.683,219.078
2019-05-20 17:56:54+00:00,3.837,254.138
2019-05-20 18:06:54+00:00,2.011,289.587
2019-05-20 18:16:54+00:00,3.544,220.694
2019-05-20 18:26:54+00:00,2.199,228.171
2019-05-20 18:36:54+00:00,2.093,181.306
2019-05-20 18:46:54+00:00,2.981,231.539
