observed_timestamp,RCM-direction_deg
2019-05-03 02:36:54+00:00,301.986
2019-05-03 02:46:54+00:00,304.699
2019-05-03 02:56:54+00:00,299.946
2019-05-03 03:06:54+00:00,311.139
2019-05-03 03:16:54+00:00,355.952
2019-05-03 03:26:54+00:00,320.023
2019-05-03 03:36:54+00:00,359.319
2019-05-03 03:46:54+00:00,350.007
2019-05-03 03:56:54+00:00,20.858
2019-05-03 04:06:54+00:00,14.925
2019-05-03 04:16:54+00:00,13.448
2019-05-03 04:26:54+00:00,9.608
2019-05-03 04:36:54+00:00,13.145
2019-05-03 04:46:54+00:00,40.562
2019-05-03 04:56:54+00:00,96.593
2019-05-03 05:06:54+00:00,178.909
2019-05-03 05:16:54+00:00,155.397
2019-05-03 05:26:54+00:00,171.666
2019-05-03 05:36:54+00:00,204.146
2019-05-03 05:46:54+00:00,261.441
2019-05-03 05:56:54+00:00,146.268
2019-05-03 06:06:54+00:00,164.78
2019-05-03 06:16:54+00:00,109.412
2019-05-03 06:26:54+00:00,101.781
2019-05-03 06:36:54+00:00,151.032
2019-05-03 06:46:54+00:00,122.372
2019-05-03 06:56:54+00:00,136.131
2019-05-03 07:06:54+00:00,95.165
2019-05-03 07:16:54+00:00,91.284
2019-05-03 07:26:54+00:00,139.212
2019-05-03 07:36:54+00:00,160.568
2019-05-03 07:46:54+00:00,117.304
2019-05-03 07:56:54+00:00,150.315
2019-05-03 08:06:54+00:00,149.581
2019-05-03 08:16:54+00:00,74.319
2019-05-03 08:26:54+00:00,123.197
2019-05-03 08:36:54+00:00,155.456
2019-05-03 08:46:54+00:00,159.455
2019-05-03 08:56:54+00:00,166.925
2019-05-03 09:06:54+00:00,176.752
2019-05-03 09:16:54+00:00,151.732
2019-05-03 09:26:54+00:00,175.782
2019-05-03 09:36:54+00:00,169.007
2019-05-03 09:46:54+00:00,161.995
2019-05-03 09:56:54+00:00,161.094
2019-05-03 10:06:54+00:00,79.496
2019-05-03 10:16:54+00:00,113.106
2019-05-03 10:26:54+00:00,62.572
2019-05-03 10:36:54+00:00,86.312
2019-05-03 10:46:54+00:00,24.536
2019-05-03 10:56:54+00:00,20.083
2019-05-03 11:06:54+00:00,358.046
2019-05-03 11:16:54+00:00,352.898
2019-05-03 11:26:54+00:00,355.798
2019-05-03 11:36:54+00:00,355.488
2019-05-03 11:46:54+00:00,354.081
2019-05-03 11:56:54+00:00,343.263
2019-05-03 12:06:54+00:00,347.641
2019-05-03 12:16:54+00:00,323.959
2019-05-03 12:26:54+00:00,327.584
2019-05-03 12:36:54+00:00,314.82
2019-05-03 12:46:54+00:00,340.777
2019-05-03 12:56:54+00:00,339.608
2019-05-03 13:06:54+00:00,338.69
2019-05-03 13:16:54+00:00,340.037
2019-05-03 13:26:54+00:00,344.501
2019-05-03 13:36:54+00:00,5.129
2019-05-03 13:46:54+00:00,1.252
2019-05-03 13:56:54+00:00,349.303
2019-05-03 14:06:54+00:00,301.563
2019-05-03 14:16:54+00:00,295.123
2019-05-03 14:26:54+00:00,316.449
2019-05-03 14:36:54+00:00,328.511
2019-05-03 14:46:54+00:00,331.922
2019-05-03 14:56:54+00:00,350.015
2019-05-03 15:06:54+00:00,340.902
2019-05-03 15:16:54+00:00,335.027
2019-05-03 15:26:54+00:00,336.528
2019-05-03 15:36:54+00:00,355.92
2019-05-03 15:46:54+00:00,7.571
2019-05-03 15:56:54+00:00,1.215
2019-05-03 16:06:54+00:00,11.422
2019-05-03 16:16:54+00:00,14.974
2019-05-03 16:26:54+00:00,34.464
2019-05-03 16:36:54+00:00,39.474
2019-05-03 16:46:54+00:00,53.353
2019-05-03 16:56:54+00:00,321.035
2019-05-03 17:06:54+00:00,351.273
2019-05-03 17:16:54+00:00,17.672
2019-05-03 17:26:54+00:00,26.797
2019-05-03 17:36:54+00:00,353.917
2019-05-03 17:46:54+00:00,19.286
2019-05-03 17:56:54+00:00,1.866
2019-05-03 18:06:54+00:00,80.354
2019-05-03 18:16:54+00:00,216.505
2019-05-03 18:26:54+00:00,232.598
2019-05-03 18:36:54+00:00,226.394
2019-05-03 18:46:54+00:00,229.274
2019-05-03 18:56:54+00:00,239.392
2019-05-03 19:06:54+00:00,321.377
2019-05-03 19:16:54+00:00,305.758
2019-05-03 19:26:54+00:00,312.435
2019-05-03 19:36:54+00:00,293.83
2019-05-03 19:46:54+00:00,291.395
2019-05-03 19:56:54+00:00,300.183
2019-05-03 20:06:54+00:00,299.085
2019-05-03 20:16:54+00:00,299.052
2019-05-03 20:26:54+00:00,324.596
2019-05-03 20:36:54+00:00,341.435
2019-05-03 20:46:54+00:00,310.48
2019-05-03 20:56:54+00:00,227.792
2019-05-03 21:06:54+00:00,210.503
2019-05-03 21:16:54+00:00,221.751
2019-05-03 21:26:54+00:00,231.427
2019-05-03 21:36:54+00:00,226.304
2019-05-03 21:46:54+00:00,227.117
2019-05-03 21:56:54+00:00,223.557
2019-05-03 22:06:54+00:00,213.065
2019-05-03 22:16:54+00:00,228.28
2019-05-03 22:26:54+00:00,228.924
2019-05-03 22:36:54+00:00,271.712
2019-05-03 22:46:54+00:00,308.988
2019-05-03 22:56:54+00:00,266.3
2019-05-03 23:06:54+00:00,272.258
2019-05-03 23:16:54+00:00,280.723
2019-05-03 23:26:54+00:00,329.446
2019-05-03 23:36:54+00:00,342.366
2019-05-03 23:46:54+00:00,318.644
2019-05-03 23:56:54+00:00,322.125
2019-05-04 00:06:54+00:00,341.948
2019-05-04 00:16:54+00:00,338.013
2019-05-04 00:26:54+00:00,335.331
2019-05-04 00:36:54+00:00,324.971
2019-05-04 00:46:54+00:00,346.096
2019-05-04 00:56:54+00:00,338.603
2019-05-04 01:06:54+00:00,313.444
2019-05-04 01:16:54+00:00,306.96
2019-05-04 01:26:54+00:00,308.208
2019-05-04 01:36:54+00:00,335.313
2019-05-04 01:46:54+00:00,340.939
2019-05-04 01:56:54+00:00,311.605
2019-05-04 02:06:54+00:00,306.995
2019-05-04 02:16:54+00:00,315.837
2019-05-04 02:26:54+00:00,314.819
2019-05-04 02:36:54+00:00,303.282
2019-05-04 02:46:54+00:00,321.852
2019-05-04 02:56:54+00:00,352.957
2019-05-04 03:06:54+00:00,349.913
2019-05-04 03:16:54+00:00,359.308
2019-05-04 03:26:54+00:00,12.852
2019-05-04 03:36:54+00:00,21.537
2019-05-04 03:46:54+00:00,11.874
2019-05-04 03:56:54+00:00,347.807
2019-05-04 04:06:54+00:00,343.002
2019-05-04 04:16:54+00:00,298.143
2019-05-04 04:26:54+00:00,297.465
2019-05-04 04:36:54+00:00,297.173
2019-05-04 04:46:54+00:00,298.937
2019-05-04 04:56:54+00:00,319.761
2019-05-04 05:06:54+00:00,284.926
2019-05-04 05:16:54+00:00,311.955
2019-05-04 05:26:54+00:00,294.304
2019-05-04 05:36:54+00:00,301.414
2019-05-04 05:46:54+00:00,298.315
2019-05-04 05:56:54+00:00,296.527
2019-05-04 06:06:54+00:00,301.112
2019-05-04 06:16:54+00:00,301.085
2019-05-04 06:26:54+00:00,257.997
2019-05-04 06:36:54+00:00,241.202
2019-05-04 06:46:54+00:00,189.912
2019-05-04 06:56:54+00:00,190.261
2019-05-04 07:06:54+00:00,193.098
2019-05-04 07:16:54+00:00,193.181
2019-05-04 07:26:54+00:00,202.005
2019-05-04 07:36:54+00:00,162.499
2019-05-04 07:46:54+00:00,170.682
2019-05-04 07:56:54+00:00,150.483
2019-05-04 08:06:54+00:00,177.984
2019-05-04 08:16:54+00:00,180.842
2019-05-04 08:26:54+00:00,210.937
2019-05-04 08:36:54+00:00,320.962
2019-05-04 08:46:54+00:00,150.037
2019-05-04 08:56:54+00:00,31.689
2019-05-04 09:06:54+00:00,239.774
2019-05-04 09:16:54+00:00,257.808
2019-05-04 09:26:54+00:00,193.999
2019-05-04 09:36:54+00:00,174.614
2019-05-04 09:46:54+00:00,166.141
2019-05-04 09:56:54+00:00,184.835
2019-05-04 10:06:54+00:00,182.702
2019-05-04 10:16:54+00:00,219.209
2019-05-04 10:26:54+00:00,206.667
2019-05-04 10:36:54+00:00,214.752
2019-05-04 10:46:54+00:00,205.966
2019-05-04 10:56:54+00:00,184.167
2019-05-04 11:06:54+00:00,225.316
2019-05-04 11:16:54+00:00,313.245
2019-05-04 11:26:54+00:00,287.412
2019-05-04 11:36:54+00:00,294.175
2019-05-04 11:46:54+00:00,325.866
2019-05-04 11:56:54+00:00,314.959
2019-05-04 12:06:54+00:00,329.815
2019-05-04 12:16:54+00:00,315.755
2019-05-04 12:26:54+00:00,326.202
2019-05-04 12:36:54+00:00,319.603
2019-05-04 12:46:54+00:00,320.145
2019-05-04 12:56:54+00:00,325.637
2019-05-04 13:06:54+00:00,325.953
2019-05-04 13:16:54+00:00,325.419
2019-05-04 13:26:54+00:00,307.73
2019-05-04 13:36:54+00:00,316.605
2019-05-04 13:46:54+00:00,304.218
2019-05-04 13:56:54+00:00,290.558
2019-05-04 14:06:54+00:00,298.605
2019-05-04 14:16:54+00:00,318.755
2019-05-04 14:26:54+00:00,319.985
2019-05-04 14:36:54+00:00,315.469
2019-05-04 14:46:54+00:00,322.44
2019-05-04 14:56:54+00:00,313.663
2019-05-04 15:06:54+00:00,305.899
2019-05-04 15:16:54+00:00,301.582
2019-05-04 15:26:54+00:00,299.635
2019-05-04 15:36:54+00:00,294.039
2019-05-04 15:46:54+00:00,295.252
2019-05-04 15:56:54+00:00,297.397
2019-05-04 16:06:54+00:00,301.48
2019-05-04 16:16:54+00:00,296.31
2019-05-04 16:26:54+00:00,297.534
2019-05-04 16:36:54+00:00,297.01
2019-05-04 16:46:54+00:00,326.872
2019-05-04 16:56:54+00:00,33.816
2019-05-04 17:06:54+00:00,354.767
2019-05-04 17:16:54+00:00,331.397
2019-05-04 17:26:54+00:00,31.175
2019-05-04 17:36:54+00:00,350.241
2019-05-04 17:46:54+00:00,346.585
2019-05-04 17:56:54+00:00,341.253
2019-05-04 18:06:54+00:00,348.479
2019-05-04 18:16:54+00:00,336.91
2019-05-04 18:26:54+00:00,280.509
2019-05-04 18:36:54+00:00,272.431
2019-05-04 18:46:54+00:00,299.587
2019-05-04 18:56:54+00:00,276.434
2019-05-04 19:06:54+00:00,272.302
2019-05-04 19:16:54+00:00,278.497
2019-05-04 19:26:54+00:00,269.294
2019-05-04 19:36:54+00:00,190.128
2019-05-04 19:46:54+00:00,158.363
2019-05-04 19:56:54+00:00,182.214
2019-05-04 20:06:54+00:00,164.069
2019-05-04 20:16:54+00:00,149.623
2019-05-04 20:26:54+00:00,123.439
2019-05-04 20:36:54+00:00,64.633
2019-05-04 20:46:54+00:00,202.801
2019-05-04 20:56:54+00:00,264.545
2019-05-04 21:06:54+00:00,314.743
2019-05-04 21:16:54+00:00,284.812
2019-05-04 21:26:54+00:00,290.815
2019-05-04 21:36:54+00:00,318.729
2019-05-04 21:46:54+00:00,319.315
2019-05-04 21:56:54+00:00,302.337
2019-05-04 22:06:54+00:00,287.103
2019-05-04 22:16:54+00:00,273.39
2019-05-04 22:26:54+00:00,266.62
2019-05-04 22:36:54+00:00,265.231
2019-05-04 22:46:54+00:00,236.968
2019-05-04 22:56:54+00:00,217.436
2019-05-04 23:06:54+00:00,234.562
2019-05-04 23:16:54+00:00,262.086
2019-05-04 23:26:54+00:00,244.378
2019-05-04 23:36:54+00:00,259.088
2019-05-04 23:46:54+00:00,260.732
2019-05-04 23:56:54+00:00,262.888
2019-05-05 00:06:54+00:00,249.216
2019-05-05 00:16:54+00:00,189.366
2019-05-05 00:26:54+00:00,225.607
2019-05-05 00:36:54+00:00,196.586
2019-05-05 00:46:54+00:00,239.614
2019-05-05 00:56:54+00:00,206.8
2019-05-05 01:06:54+00:00,241.904
2019-05-05 01:16:54+00:00,255.421
2019-05-05 01:26:54+00:00,268.247
2019-05-05 01:36:54+00:00,248.488
2019-05-05 01:46:54+00:00,234.796
2019-05-05 01:56:54+00:00,268.662
2019-05-05 02:06:54+00:00,291.324
2019-05-05 02:16:54+00:00,279.556
2019-05-05 02:26:54+00:00,279.409
2019-05-05 02:36:54+00:00,302.66
2019-05-05 02:46:54+00:00,302.664
2019-05-05 02:56:54+00:00,310.919
2019-05-05 03:06:54+00:00,300.461
2019-05-05 03:16:54+00:00,284.143
2019-05-05 03:26:54+00:00,242.37
2019-05-05 03:36:54+00:00,247.282
2019-05-05 03:46:54+00:00,231.132
2019-05-05 03:56:54+00:00,248.207
2019-05-05 04:06:54+00:00,285.266
2019-05-05 04:16:54+00:00,230.556
2019-05-05 04:26:54+00:00,327.506
2019-05-05 04:36:54+00:00,303.059
2019-05-05 04:46:54+00:00,328.574
2019-05-05 04:56:54+00:00,345.628
2019-05-05 05:06:54+00:00,353.152
2019-05-05 05:16:54+00:00,140.542
2019-05-05 05:26:54+00:00,168.82
2019-05-05 05:36:54+00:00,98.067
2019-05-05 05:46:54+00:00,80.951
2019-05-05 05:56:54+00:00,15.688
2019-05-05 06:06:54+00:00,144.367
2019-05-05 06:16:54+00:00,183.307
2019-05-05 06:26:54+00:00,184.414
2019-05-05 06:36:54+00:00,175.16
2019-05-05 06:46:54+00:00,176.487
2019-05-05 06:56:54+00:00,182.155
2019-05-05 07:06:54+00:00,186.075
2019-05-05 07:16:54+00:00,162.764
2019-05-05 07:26:54+00:00,264.464
2019-05-05 07:36:54+00:00,261.013
2019-05-05 07:46:54+00:00,150.619
2019-05-05 07:56:54+00:00,158.996
2019-05-05 08:06:54+00:00,166.118
2019-05-05 08:16:54+00:00,189.743
2019-05-05 08:26:54+00:00,171.383
2019-05-05 08:36:54+00:00,157.866
2019-05-05 08:46:54+00:00,160.745
2019-05-05 08:56:54+00:00,190.597
2019-05-05 09:06:54+00:00,169.242
2019-05-05 09:16:54+00:00,183.646
2019-05-05 09:26:54+00:00,285.495
2019-05-05 09:36:54+00:00,287.913
2019-05-05 09:46:54+00:00,294.494
2019-05-05 09:56:54+00:00,302.0
2019-05-05 10:06:54+00:00,314.398
2019-05-05 10:16:54+00:00,338.468
2019-05-05 10:26:54+00:00,355.985
2019-05-05 10:36:54+00:00,345.603
2019-05-05 10:46:54+00:00,349.621
2019-05-05 10:56:54+00:00,344.388
2019-05-05 11:06:54+00:00,350.539
2019-05-05 11:16:54+00:00,343.059
2019-05-05 11:26:54+00:00,341.548
2019-05-05 11:36:54+00:00,343.024
2019-05-05 11:46:54+00:00,349.817
2019-05-05 11:56:54+00:00,337.76
2019-05-05 12:06:54+00:00,334.354
2019-05-05 12:16:54+00:00,337.517
2019-05-05 12:26:54+00:00,308.429
2019-05-05 12:36:54+00:00,322.215
2019-05-05 12:46:54+00:00,302.603
2019-05-05 12:56:54+00:00,295.013
2019-05-05 13:06:54+00:00,290.919
2019-05-05 13:16:54+00:00,297.251
2019-05-05 13:26:54+00:00,295.621
2019-05-05 13:36:54+00:00,296.931
2019-05-05 13:46:54+00:00,292.638
2019-05-05 13:56:54+00:00,286.929
2019-05-05 14:06:54+00:00,290.396
2019-05-05 14:16:54+00:00,290.343
2019-05-05 14:26:54+00:00,304.669
2019-05-05 14:36:54+00:00,290.654
2019-05-05 14:46:54+00:00,273.525
2019-05-05 14:56:54+00:00,266.907
2019-05-05 15:06:54+00:00,265.639
2019-05-05 15:16:54+00:00,244.622
2019-05-05 15:26:54+00:00,312.338
2019-05-05 15:36:54+00:00,333.855
2019-05-05 15:46:54+00:00,249.479
2019-05-05 15:56:54+00:00,294.674
2019-05-05 16:06:54+00:00,343.802
2019-05-05 16:16:54+00:00,315.811
2019-05-05 16:26:54+00:00,263.333
2019-05-05 16:36:54+00:00,259.099
2019-05-05 16:46:54+00:00,282.226
2019-05-05 16:56:54+00:00,294.303
2019-05-05 17:06:54+00:00,286.639
2019-05-05 17:16:54+00:00,317.836
2019-05-05 17:26:54+00:00,334.104
2019-05-05 17:36:54+00:00,175.52
2019-05-05 17:46:54+00:00,186.247
2019-05-05 17:56:54+00:00,176.524
2019-05-05 18:06:54+00:00,172.282
2019-05-05 18:16:54+00:00,282.182
2019-05-05 18:26:54+00:00,195.452
2019-05-05 18:36:54+00:00,219.87
2019-05-05 18:46:54+00:00,200.832
2019-05-05 18:56:54+00:00,215.537
2019-05-05 19:06:54+00:00,220.265
2019-05-05 19:16:54+00:00,215.034
2019-05-05 19:26:54+00:00,175.057
2019-05-05 19:36:54+00:00,187.386
2019-05-05 19:46:54+00:00,207.371
2019-05-05 19:56:54+00:00,186.055
2019-05-05 20:06:54+00:00,205.482
2019-05-05 20:16:54+00:00,207.944
2019-05-05 20:26:54+00:00,176.021
2019-05-05 20:36:54+00:00,196.256
2019-05-05 20:46:54+00:00,146.875
2019-05-05 20:56:54+00:00,151.522
2019-05-05 21:06:54+00:00,186.152
2019-05-05 21:16:54+00:00,220.068
2019-05-05 21:26:54+00:00,291.709
2019-05-05 21:36:54+00:00,328.147
2019-05-05 21:46:54+00:00,319.395
2019-05-05 21:56:54+00:00,302.176
2019-05-05 22:06:54+00:00,218.954
2019-05-05 22:16:54+00:00,202.0
2019-05-05 22:26:54+00:00,217.659
2019-05-05 22:36:54+00:00,236.126
2019-05-05 22:46:54+00:00,267.981
2019-05-05 22:56:54+00:00,260.88
2019-05-05 23:06:54+00:00,274.905
2019-05-05 23:16:54+00:00,286.036
2019-05-05 23:26:54+00:00,292.55
2019-05-05 23:36:54+00:00,265.868
2019-05-05 23:46:54+00:00,262.719
2019-05-05 23:56:54+00:00,275.32
2019-05-06 00:06:54+00:00,263.475
2019-05-06 00:16:54+00:00,284.78
2019-05-06 00:26:54+00:00,280.242
2019-05-06 00:36:54+00:00,279.769
2019-05-06 00:46:54+00:00,280.434
2019-05-06 00:56:54+00:00,296.007
2019-05-06 01:06:54+00:00,298.942
2019-05-06 01:16:54+00:00,304.949
2019-05-06 01:26:54+00:00,300.025
2019-05-06 01:36:54+00:00,307.896
2019-05-06 01:46:54+00:00,311.964
2019-05-06 01:56:54+00:00,314.303
2019-05-06 02:06:54+00:00,306.18
2019-05-06 02:16:54+00:00,316.499
2019-05-06 02:26:54+00:00,308.441
2019-05-06 02:36:54+00:00,319.069
2019-05-06 02:46:54+00:00,315.316
2019-05-06 02:56:54+00:00,348.791
2019-05-06 03:06:54+00:00,321.652
2019-05-06 03:16:54+00:00,312.779
2019-05-06 03:26:54+00:00,306.447
2019-05-06 03:36:54+00:00,286.115
2019-05-06 03:46:54+00:00,297.749
2019-05-06 03:56:54+00:00,310.892
2019-05-06 04:06:54+00:00,332.235
2019-05-06 04:16:54+00:00,334.842
2019-05-06 04:26:54+00:00,15.709
2019-05-06 04:36:54+00:00,24.377
2019-05-06 04:46:54+00:00,22.768
2019-05-06 04:56:54+00:00,358.182
2019-05-06 05:06:54+00:00,23.606
2019-05-06 05:16:54+00:00,30.062
2019-05-06 05:26:54+00:00,29.264
2019-05-06 05:36:54+00:00,27.931
2019-05-06 05:46:54+00:00,339.306
2019-05-06 05:56:54+00:00,353.787
2019-05-06 06:06:54+00:00,14.694
2019-05-06 06:16:54+00:00,12.649
2019-05-06 06:26:54+00:00,18.234
2019-05-06 06:36:54+00:00,335.572
2019-05-06 06:46:54+00:00,308.439
2019-05-06 06:56:54+00:00,331.3
2019-05-06 07:06:54+00:00,314.89
2019-05-06 07:16:54+00:00,293.559
2019-05-06 07:26:54+00:00,299.529
2019-05-06 07:36:54+00:00,298.921
2019-05-06 07:46:54+00:00,20.72
2019-05-06 07:56:54+00:00,309.834
2019-05-06 08:06:54+00:00,142.732
2019-05-06 08:16:54+00:00,142.017
2019-05-06 08:26:54+00:00,147.667
2019-05-06 08:36:54+00:00,96.096
2019-05-06 08:46:54+00:00,193.517
2019-05-06 08:56:54+00:00,175.597
2019-05-06 09:06:54+00:00,156.687
2019-05-06 09:16:54+00:00,178.887
2019-05-06 09:26:54+00:00,170.363
2019-05-06 09:36:54+00:00,193.161
2019-05-06 09:46:54+00:00,208.058
2019-05-06 09:56:54+00:00,235.493
2019-05-06 10:06:54+00:00,271.72
2019-05-06 10:16:54+00:00,278.118
2019-05-06 10:26:54+00:00,296.386
2019-05-06 10:36:54+00:00,315.434
2019-05-06 10:46:54+00:00,288.012
2019-05-06 10:56:54+00:00,298.357
2019-05-06 11:06:54+00:00,303.036
2019-05-06 11:16:54+00:00,251.808
2019-05-06 11:26:54+00:00,244.301
2019-05-06 11:36:54+00:00,286.761
2019-05-06 11:46:54+00:00,311.682
2019-05-06 11:56:54+00:00,305.358
2019-05-06 12:06:54+00:00,333.292
2019-05-06 12:16:54+00:00,322.044
2019-05-06 12:26:54+00:00,320.654
2019-05-06 12:36:54+00:00,291.472
2019-05-06 12:46:54+00:00,278.809
2019-05-06 12:56:54+00:00,295.143
2019-05-06 13:06:54+00:00,323.48
2019-05-06 13:16:54+00:00,316.618
2019-05-06 13:26:54+00:00,319.606
2019-05-06 13:36:54+00:00,322.001
2019-05-06 13:46:54+00:00,317.662
2019-05-06 13:56:54+00:00,316.798
2019-05-06 14:06:54+00:00,308.538
2019-05-06 14:16:54+00:00,318.271
2019-05-06 14:26:54+00:00,320.424
2019-05-06 14:36:54+00:00,308.741
2019-05-06 14:46:54+00:00,309.982
2019-05-06 14:56:54+00:00,304.11
2019-05-06 15:06:54+00:00,304.337
2019-05-06 15:16:54+00:00,309.555
2019-05-06 15:26:54+00:00,291.11
2019-05-06 15:36:54+00:00,291.838
2019-05-06 15:46:54+00:00,274.623
2019-05-06 15:56:54+00:00,260.204
2019-05-06 16:06:54+00:00,262.147
2019-05-06 16:16:54+00:00,295.972
2019-05-06 16:26:54+00:00,258.83
2019-05-06 16:36:54+00:00,296.951
2019-05-06 16:46:54+00:00,288.212
2019-05-06 16:56:54+00:00,306.49
2019-05-06 17:06:54+00:00,322.245
2019-05-06 17:16:54+00:00,311.154
2019-05-06 17:26:54+00:00,305.86
2019-05-06 17:36:54+00:00,296.132
2019-05-06 17:46:54+00:00,311.007
2019-05-06 17:56:54+00:00,357.46
2019-05-06 18:06:54+00:00,356.892
2019-05-06 18:16:54+00:00,35.35
2019-05-06 18:26:54+00:00,354.371
2019-05-06 18:36:54+00:00,332.923
2019-05-06 18:46:54+00:00,318.196
2019-05-06 18:56:54+00:00,332.668
2019-05-06 19:06:54+00:00,306.953
2019-05-06 19:16:54+00:00,302.403
2019-05-06 19:26:54+00:00,327.78
2019-05-06 19:36:54+00:00,350.403
2019-05-06 19:46:54+00:00,332.204
2019-05-06 19:56:54+00:00,311.401
2019-05-06 20:06:54+00:00,288.511
2019-05-06 20:16:54+00:00,188.393
2019-05-06 20:26:54+00:00,173.175
2019-05-06 20:36:54+00:00,202.063
2019-05-06 20:46:54+00:00,204.09
2019-05-06 20:56:54+00:00,175.338
2019-05-06 21:06:54+00:00,197.442
2019-05-06 21:16:54+00:00,219.799
2019-05-06 21:26:54+00:00,232.379
2019-05-06 21:36:54+00:00,232.667
2019-05-06 21:46:54+00:00,261.887
2019-05-06 21:56:54+00:00,291.608
2019-05-06 22:06:54+00:00,318.023
2019-05-06 22:16:54+00:00,341.125
2019-05-06 22:26:54+00:00,344.053
2019-05-06 22:36:54+00:00,335.149
2019-05-06 22:46:54+00:00,335.935
2019-05-06 22:56:54+00:00,335.339
2019-05-06 23:06:54+00:00,322.31
2019-05-06 23:16:54+00:00,333.562
2019-05-06 23:26:54+00:00,342.94
2019-05-06 23:36:54+00:00,320.494
2019-05-06 23:46:54+00:00,321.945
2019-05-06 23:56:54+00:00,332.343
2019-05-07 00:06:54+00:00,324.812
2019-05-07 00:16:54+00:00,319.867
2019-05-07 00:26:54+00:00,336.59
2019-05-07 00:36:54+00:00,328.127
2019-05-07 00:46:54+00:00,303.223
2019-05-07 00:56:54+00:00,289.158
2019-05-07 01:06:54+00:00,259.154
2019-05-07 01:16:54+00:00,259.488
2019-05-07 01:26:54+00:00,279.176
2019-05-07 01:36:54+00:00,291.913
2019-05-07 01:46:54+00:00,293.761
2019-05-07 01:56:54+00:00,301.515
2019-05-07 02:06:54+00:00,291.428
2019-05-07 02:16:54+00:00,290.034
2019-05-07 02:26:54+00:00,288.926
2019-05-07 02:36:54+00:00,294.29
2019-05-07 02:46:54+00:00,270.045
2019-05-07 02:56:54+00:00,274.279
2019-05-07 03:06:54+00:00,256.347
2019-05-07 03:16:54+00:00,287.824
2019-05-07 03:26:54+00:00,293.557
2019-05-07 03:36:54+00:00,288.465
