observed_timestamp,RCM-currentspeed_m/s
2019-05-14 04:46:54+00:00,5.719
2019-05-14 04:56:54+00:00,4.95
2019-05-14 05:06:54+00:00,5.827
2019-05-14 05:16:54+00:00,5.951
2019-05-14 05:26:54+00:00,5.825
2019-05-14 05:36:54+00:00,5.81
2019-05-14 05:46:54+00:00,6.75
2019-05-14 05:56:54+00:00,5.54
2019-05-14 06:06:54+00:00,3.746
2019-05-14 06:16:54+00:00,4.051
2019-05-14 06:26:54+00:00,5.557
2019-05-14 06:36:54+00:00,4.628
2019-05-14 06:46:54+00:00,4.282
2019-05-14 06:56:54+00:00,4.731
2019-05-14 07:06:54+00:00,3.548
2019-05-14 07:16:54+00:00,4.806
2019-05-14 07:26:54+00:00,5.759
2019-05-14 07:36:54+00:00,5.586
2019-05-14 07:46:54+00:00,6.751
2019-05-14 07:56:54+00:00,8.801
2019-05-14 08:06:54+00:00,8.904
2019-05-14 08:16:54+00:00,10.853
2019-05-14 08:26:54+00:00,4.481
2019-05-14 08:36:54+00:00,6.465
2019-05-14 08:46:54+00:00,6.659
2019-05-14 08:56:54+00:00,7.91
2019-05-14 09:06:54+00:00,8.47
2019-05-14 09:16:54+00:00,8.893
2019-05-14 09:26:54+00:00,9.011
2019-05-14 09:36:54+00:00,10.392
2019-05-14 09:46:54+00:00,10.001
2019-05-14 09:56:54+00:00,9.983
2019-05-14 10:06:54+00:00,10.465
2019-05-14 10:16:54+00:00,10.396
2019-05-14 10:26:54+00:00,10.023
2019-05-14 10:36:54+00:00,10.005
2019-05-14 10:46:54+00:00,7.66
2019-05-14 10:56:54+00:00,9.373
2019-05-14 11:06:54+00:00,8.99
2019-05-14 11:16:54+00:00,9.422
2019-05-14 11:26:54+00:00,3.391
2019-05-14 11:36:54+00:00,2.723
2019-05-14 11:46:54+00:00,3.105
2019-05-14 11:56:54+00:00,0.509
2019-05-14 12:06:54+00:00,3.064
2019-05-14 12:16:54+00:00,1.676
2019-05-14 12:26:54+00:00,1.517
2019-05-14 12:36:54+00:00,0.266
2019-05-14 12:46:54+00:00,1.61
2019-05-14 12:56:54+00:00,1.456
2019-05-14 13:06:54+00:00,2.565
2019-05-14 13:16:54+00:00,3.231
2019-05-14 13:26:54+00:00,3.373
2019-05-14 13:36:54+00:00,4.169
2019-05-14 13:46:54+00:00,2.989
2019-05-14 13:56:54+00:00,2.292
2019-05-14 14:06:54+00:00,1.543
2019-05-14 14:16:54+00:00,2.861
2019-05-14 14:26:54+00:00,2.42
2019-05-14 14:36:54+00:00,0.415
2019-05-14 14:46:54+00:00,4.505
2019-05-14 14:56:54+00:00,4.302
2019-05-14 15:06:54+00:00,5.061
2019-05-14 15:16:54+00:00,4.54
2019-05-14 15:26:54+00:00,8.132
2019-05-14 15:36:54+00:00,9.477
2019-05-14 15:46:54+00:00,8.826
2019-05-14 15:56:54+00:00,9.658
2019-05-14 16:06:54+00:00,9.491
2019-05-14 16:16:54+00:00,11.845
2019-05-14 16:26:54+00:00,6.167
2019-05-14 16:36:54+00:00,10.778
2019-05-14 16:46:54+00:00,5.445
2019-05-14 16:56:54+00:00,3.14
2019-05-14 17:06:54+00:00,3.978
2019-05-14 17:16:54+00:00,1.645
2019-05-14 17:26:54+00:00,3.9
2019-05-14 17:36:54+00:00,2.729
2019-05-14 17:46:54+00:00,4.384
2019-05-14 17:56:54+00:00,4.026
2019-05-14 18:06:54+00:00,1.684
2019-05-14 18:16:54+00:00,2.801
2019-05-14 18:26:54+00:00,2.463
2019-05-14 18:36:54+00:00,3.882
2019-05-14 18:46:54+00:00,2.439
2019-05-14 18:56:54+00:00,2.743
2019-05-14 19:06:54+00:00,1.661
2019-05-14 19:16:54+00:00,4.346
2019-05-14 19:26:54+00:00,2.605
2019-05-14 19:36:54+00:00,3.299
2019-05-14 19:46:54+00:00,4.222
2019-05-14 19:56:54+00:00,4.835
2019-05-14 20:06:54+00:00,5.083
2019-05-14 20:16:54+00:00,6.435
2019-05-14 20:26:54+00:00,5.394
2019-05-14 20:36:54+00:00,7.331
2019-05-14 20:46:54+00:00,7.842
2019-05-14 20:56:54+00:00,8.902
2019-05-14 21:06:54+00:00,9.147
2019-05-14 21:16:54+00:00,9.442
2019-05-14 21:26:54+00:00,9.159
2019-05-14 21:36:54+00:00,10.27
2019-05-14 21:46:54+00:00,9.25
2019-05-14 21:56:54+00:00,8.528
2019-05-14 22:06:54+00:00,11.312
2019-05-14 22:16:54+00:00,8.848
2019-05-14 22:26:54+00:00,9.19
2019-05-14 22:36:54+00:00,10.397
2019-05-14 22:46:54+00:00,7.083
2019-05-14 22:56:54+00:00,8.663
2019-05-14 23:06:54+00:00,8.846
2019-05-14 23:16:54+00:00,9.65
2019-05-14 23:26:54+00:00,7.147
2019-05-14 23:36:54+00:00,8.233
2019-05-14 23:46:54+00:00,9.146
2019-05-14 23:56:54+00:00,9.764
2019-05-15 00:06:54+00:00,9.916
2019-05-15 00:16:54+00:00,10.392
2019-05-15 00:26:54+00:00,7.938
2019-05-15 00:36:54+00:00,11.394
2019-05-15 00:46:54+00:00,7.586
2019-05-15 00:56:54+00:00,3.975
2019-05-15 01:06:54+00:00,2.818
2019-05-15 01:16:54+00:00,1.672
2019-05-15 01:26:54+00:00,2.684
2019-05-15 01:36:54+00:00,0.503
2019-05-15 01:46:54+00:00,1.586
2019-05-15 01:56:54+00:00,4.805
2019-05-15 02:06:54+00:00,4.602
2019-05-15 02:16:54+00:00,3.626
2019-05-15 02:26:54+00:00,3.521
2019-05-15 02:36:54+00:00,4.774
2019-05-15 02:46:54+00:00,4.165
2019-05-15 02:56:54+00:00,3.341
2019-05-15 03:06:54+00:00,1.793
2019-05-15 03:16:54+00:00,3.018
2019-05-15 03:26:54+00:00,4.67
2019-05-15 03:36:54+00:00,2.145
2019-05-15 03:46:54+00:00,3.244
2019-05-15 03:56:54+00:00,2.622
2019-05-15 04:06:54+00:00,2.514
2019-05-15 04:16:54+00:00,1.415
2019-05-15 04:26:54+00:00,1.337
2019-05-15 04:36:54+00:00,2.127
2019-05-15 04:46:54+00:00,4.179
2019-05-15 04:56:54+00:00,3.806
2019-05-15 05:06:54+00:00,1.576
2019-05-15 05:16:54+00:00,0.795
2019-05-15 05:26:54+00:00,5.598
2019-05-15 05:36:54+00:00,5.02
2019-05-15 05:46:54+00:00,3.849
2019-05-15 05:56:54+00:00,3.072
2019-05-15 06:06:54+00:00,3.792
2019-05-15 06:16:54+00:00,4.532
2019-05-15 06:26:54+00:00,5.034
2019-05-15 06:36:54+00:00,6.31
2019-05-15 06:46:54+00:00,4.088
2019-05-15 06:56:54+00:00,5.038
2019-05-15 07:06:54+00:00,1.592
2019-05-15 07:16:54+00:00,4.051
2019-05-15 07:26:54+00:00,4.249
2019-05-15 07:36:54+00:00,3.517
2019-05-15 07:46:54+00:00,4.031
2019-05-15 07:56:54+00:00,2.844
2019-05-15 08:06:54+00:00,1.751
2019-05-15 08:16:54+00:00,2.664
2019-05-15 08:26:54+00:00,2.515
2019-05-15 08:36:54+00:00,2.954
2019-05-15 08:46:54+00:00,3.703
2019-05-15 08:56:54+00:00,4.38
2019-05-15 09:06:54+00:00,4.658
2019-05-15 09:16:54+00:00,4.958
2019-05-15 09:26:54+00:00,4.174
2019-05-15 09:36:54+00:00,4.682
2019-05-15 09:46:54+00:00,5.331
2019-05-15 09:56:54+00:00,6.559
2019-05-15 10:06:54+00:00,7.121
2019-05-15 10:16:54+00:00,7.657
2019-05-15 10:26:54+00:00,7.899
2019-05-15 10:36:54+00:00,6.045
2019-05-15 10:46:54+00:00,3.162
2019-05-15 10:56:54+00:00,2.859
2019-05-15 11:06:54+00:00,1.171
2019-05-15 11:16:54+00:00,3.023
2019-05-15 11:26:54+00:00,4.537
2019-05-15 11:36:54+00:00,5.646
2019-05-15 11:46:54+00:00,4.553
2019-05-15 11:56:54+00:00,4.372
2019-05-15 12:06:54+00:00,6.116
2019-05-15 12:16:54+00:00,5.784
2019-05-15 12:26:54+00:00,4.589
2019-05-15 12:36:54+00:00,4.415
2019-05-15 12:46:54+00:00,4.733
2019-05-15 12:56:54+00:00,3.072
2019-05-15 13:06:54+00:00,4.287
2019-05-15 13:16:54+00:00,3.855
2019-05-15 13:26:54+00:00,3.658
2019-05-15 13:36:54+00:00,3.863
2019-05-15 13:46:54+00:00,4.79
2019-05-15 13:56:54+00:00,7.136
2019-05-15 14:06:54+00:00,6.749
2019-05-15 14:16:54+00:00,5.411
2019-05-15 14:26:54+00:00,3.838
2019-05-15 14:36:54+00:00,4.654
2019-05-15 14:46:54+00:00,4.918
2019-05-15 14:56:54+00:00,4.818
2019-05-15 15:06:54+00:00,3.498
2019-05-15 15:16:54+00:00,3.205
2019-05-15 15:26:54+00:00,1.893
2019-05-15 15:36:54+00:00,2.363
2019-05-15 15:46:54+00:00,2.398
2019-05-15 15:56:54+00:00,3.248
2019-05-15 16:06:54+00:00,1.663
2019-05-15 16:16:54+00:00,3.501
2019-05-15 16:26:54+00:00,4.076
2019-05-15 16:36:54+00:00,6.624
2019-05-15 16:46:54+00:00,5.963
2019-05-15 16:56:54+00:00,3.667
2019-05-15 17:06:54+00:00,3.739
2019-05-15 17:16:54+00:00,2.247
2019-05-15 17:26:54+00:00,3.125
2019-05-15 17:36:54+00:00,2.852
2019-05-15 17:46:54+00:00,2.344
2019-05-15 17:56:54+00:00,3.946
2019-05-15 18:06:54+00:00,3.751
2019-05-15 18:16:54+00:00,5.713
2019-05-15 18:26:54+00:00,1.371
2019-05-15 18:36:54+00:00,2.415
2019-05-15 18:46:54+00:00,2.996
2019-05-15 18:56:54+00:00,2.236
2019-05-15 19:06:54+00:00,3.551
2019-05-15 19:16:54+00:00,3.008
2019-05-15 19:26:54+00:00,4.282
2019-05-15 19:36:54+00:00,3.854
2019-05-15 19:46:54+00:00,6.678
2019-05-15 19:56:54+00:00,6.359
2019-05-15 20:06:54+00:00,6.059
2019-05-15 20:16:54+00:00,4.708
2019-05-15 20:26:54+00:00,5.933
2019-05-15 20:36:54+00:00,4.334
2019-05-15 20:46:54+00:00,4.966
2019-05-15 20:56:54+00:00,1.026
2019-05-15 21:06:54+00:00,2.757
2019-05-15 21:16:54+00:00,5.648
2019-05-15 21:26:54+00:00,7.182
2019-05-15 21:36:54+00:00,6.79
2019-05-15 21:46:54+00:00,5.569
2019-05-15 21:56:54+00:00,6.101
2019-05-15 22:06:54+00:00,7.194
2019-05-15 22:16:54+00:00,8.283
2019-05-15 22:26:54+00:00,9.148
2019-05-15 22:36:54+00:00,6.883
2019-05-15 22:46:54+00:00,1.695
2019-05-15 22:56:54+00:00,2.525
2019-05-15 23:06:54+00:00,2.629
2019-05-15 23:16:54+00:00,3.269
2019-05-15 23:26:54+00:00,4.804
2019-05-15 23:36:54+00:00,5.418
2019-05-15 23:46:54+00:00,3.042
2019-05-15 23:56:54+00:00,0.948
2019-05-16 00:06:54+00:00,3.707
2019-05-16 00:16:54+00:00,4.562
2019-05-16 00:26:54+00:00,5.843
2019-05-16 00:36:54+00:00,3.519
2019-05-16 00:46:54+00:00,4.048
2019-05-16 00:56:54+00:00,4.898
2019-05-16 01:06:54+00:00,4.76
2019-05-16 01:16:54+00:00,3.002
2019-05-16 01:26:54+00:00,2.851
2019-05-16 01:36:54+00:00,2.371
2019-05-16 01:46:54+00:00,4.045
2019-05-16 01:56:54+00:00,4.263
2019-05-16 02:06:54+00:00,1.829
2019-05-16 02:16:54+00:00,4.807
2019-05-16 02:26:54+00:00,5.298
2019-05-16 02:36:54+00:00,4.292
2019-05-16 02:46:54+00:00,3.193
2019-05-16 02:56:54+00:00,3.512
2019-05-16 03:06:54+00:00,3.875
2019-05-16 03:16:54+00:00,5.438
2019-05-16 03:26:54+00:00,4.539
2019-05-16 03:36:54+00:00,5.135
2019-05-16 03:46:54+00:00,4.232
2019-05-16 03:56:54+00:00,5.249
2019-05-16 04:06:54+00:00,5.88
2019-05-16 04:16:54+00:00,5.716
2019-05-16 04:26:54+00:00,5.465
2019-05-16 04:36:54+00:00,6.118
2019-05-16 04:46:54+00:00,4.788
2019-05-16 04:56:54+00:00,6.527
2019-05-16 05:06:54+00:00,6.958
2019-05-16 05:16:54+00:00,6.464
2019-05-16 05:26:54+00:00,5.396
2019-05-16 05:36:54+00:00,3.987
2019-05-16 05:46:54+00:00,7.461
2019-05-16 05:56:54+00:00,8.681
2019-05-16 06:06:54+00:00,8.071
2019-05-16 06:16:54+00:00,7.072
2019-05-16 06:26:54+00:00,9.749
2019-05-16 06:36:54+00:00,5.279
2019-05-16 06:46:54+00:00,2.837
2019-05-16 06:56:54+00:00,4.386
2019-05-16 07:06:54+00:00,4.588
2019-05-16 07:16:54+00:00,5.414
2019-05-16 07:26:54+00:00,6.542
2019-05-16 07:36:54+00:00,8.135
2019-05-16 07:46:54+00:00,9.162
2019-05-16 07:56:54+00:00,8.235
2019-05-16 08:06:54+00:00,9.932
2019-05-16 08:16:54+00:00,10.403
2019-05-16 08:26:54+00:00,11.415
2019-05-16 08:36:54+00:00,12.552
2019-05-16 08:46:54+00:00,12.282
2019-05-16 08:56:54+00:00,11.637
2019-05-16 09:06:54+00:00,13.117
2019-05-16 09:16:54+00:00,13.128
2019-05-16 09:26:54+00:00,13.216
2019-05-16 09:36:54+00:00,11.991
2019-05-16 09:46:54+00:00,11.187
2019-05-16 09:56:54+00:00,12.617
2019-05-16 10:06:54+00:00,12.198
2019-05-16 10:16:54+00:00,9.48
2019-05-16 10:26:54+00:00,11.493
2019-05-16 10:36:54+00:00,7.661
2019-05-16 10:46:54+00:00,9.21
2019-05-16 10:56:54+00:00,7.201
2019-05-16 11:06:54+00:00,11.006
2019-05-16 11:16:54+00:00,11.827
2019-05-16 11:26:54+00:00,11.38
2019-05-16 11:36:54+00:00,12.421
2019-05-16 11:46:54+00:00,12.517
2019-05-16 11:56:54+00:00,12.73
2019-05-16 12:06:54+00:00,12.469
2019-05-16 12:16:54+00:00,13.246
2019-05-16 12:26:54+00:00,12.558
2019-05-16 12:36:54+00:00,14.298
2019-05-16 12:46:54+00:00,14.289
2019-05-16 12:56:54+00:00,13.735
2019-05-16 13:06:54+00:00,13.559
2019-05-16 13:16:54+00:00,13.47
2019-05-16 13:26:54+00:00,12.785
2019-05-16 13:36:54+00:00,13.349
2019-05-16 13:46:54+00:00,11.63
2019-05-16 13:56:54+00:00,12.475
2019-05-16 14:06:54+00:00,12.494
2019-05-16 14:16:54+00:00,12.351
2019-05-16 14:26:54+00:00,10.23
2019-05-16 14:36:54+00:00,11.353
2019-05-16 14:46:54+00:00,10.566
2019-05-16 14:56:54+00:00,9.845
2019-05-16 15:06:54+00:00,9.314
2019-05-16 15:16:54+00:00,6.977
2019-05-16 15:26:54+00:00,6.917
2019-05-16 15:36:54+00:00,3.259
2019-05-16 15:46:54+00:00,4.974
2019-05-16 15:56:54+00:00,4.552
2019-05-16 16:06:54+00:00,4.167
2019-05-16 16:16:54+00:00,5.801
2019-05-16 16:26:54+00:00,4.723
2019-05-16 16:36:54+00:00,1.121
2019-05-16 16:46:54+00:00,0.888
2019-05-16 16:56:54+00:00,2.701
2019-05-16 17:06:54+00:00,2.571
2019-05-16 17:16:54+00:00,6.703
2019-05-16 17:26:54+00:00,7.095
2019-05-16 17:36:54+00:00,5.896
2019-05-16 17:46:54+00:00,3.87
2019-05-16 17:56:54+00:00,2.605
2019-05-16 18:06:54+00:00,1.401
2019-05-16 18:16:54+00:00,2.635
2019-05-16 18:26:54+00:00,5.032
2019-05-16 18:36:54+00:00,3.119
2019-05-16 18:46:54+00:00,1.886
2019-05-16 18:56:54+00:00,1.918
2019-05-16 19:06:54+00:00,4.077
2019-05-16 19:16:54+00:00,4.036
2019-05-16 19:26:54+00:00,3.999
2019-05-16 19:36:54+00:00,3.737
2019-05-16 19:46:54+00:00,5.191
2019-05-16 19:56:54+00:00,4.934
2019-05-16 20:06:54+00:00,4.351
2019-05-16 20:16:54+00:00,5.332
2019-05-16 20:26:54+00:00,6.655
2019-05-16 20:36:54+00:00,7.518
2019-05-16 20:46:54+00:00,6.788
2019-05-16 20:56:54+00:00,8.192
2019-05-16 21:06:54+00:00,8.166
2019-05-16 21:16:54+00:00,9.177
2019-05-16 21:26:54+00:00,9.372
2019-05-16 21:36:54+00:00,8.088
2019-05-16 21:46:54+00:00,8.341
2019-05-16 21:56:54+00:00,8.247
2019-05-16 22:06:54+00:00,7.942
2019-05-16 22:16:54+00:00,8.724
2019-05-16 22:26:54+00:00,7.423
2019-05-16 22:36:54+00:00,7.233
2019-05-16 22:46:54+00:00,7.466
2019-05-16 22:56:54+00:00,8.835
2019-05-16 23:06:54+00:00,7.789
2019-05-16 23:16:54+00:00,8.246
2019-05-16 23:26:54+00:00,4.562
2019-05-16 23:36:54+00:00,7.095
2019-05-16 23:46:54+00:00,11.376
2019-05-16 23:56:54+00:00,12.822
2019-05-17 00:06:54+00:00,13.601
2019-05-17 00:16:54+00:00,15.183
2019-05-17 00:26:54+00:00,15.107
2019-05-17 00:36:54+00:00,16.391
2019-05-17 00:46:54+00:00,15.027
2019-05-17 00:56:54+00:00,15.024
2019-05-17 01:06:54+00:00,14.548
2019-05-17 01:16:54+00:00,14.062
2019-05-17 01:26:54+00:00,13.323
2019-05-17 01:36:54+00:00,7.437
2019-05-17 01:46:54+00:00,5.029
2019-05-17 01:56:54+00:00,6.72
2019-05-17 02:06:54+00:00,5.632
2019-05-17 02:16:54+00:00,1.852
2019-05-17 02:26:54+00:00,4.219
2019-05-17 02:36:54+00:00,1.901
2019-05-17 02:46:54+00:00,1.711
2019-05-17 02:56:54+00:00,1.809
2019-05-17 03:06:54+00:00,1.595
2019-05-17 03:16:54+00:00,1.472
2019-05-17 03:26:54+00:00,3.697
2019-05-17 03:36:54+00:00,1.529
2019-05-17 03:46:54+00:00,4.43
2019-05-17 03:56:54+00:00,3.864
2019-05-17 04:06:54+00:00,5.711
2019-05-17 04:16:54+00:00,5.23
2019-05-17 04:26:54+00:00,3.344
2019-05-17 04:36:54+00:00,3.121
2019-05-17 04:46:54+00:00,3.309
2019-05-17 04:56:54+00:00,4.671
2019-05-17 05:06:54+00:00,0.55
2019-05-17 05:16:54+00:00,3.001
2019-05-17 05:26:54+00:00,4.123
2019-05-17 05:36:54+00:00,4.225
2019-05-17 05:46:54+00:00,1.887
2019-05-17 05:56:54+00:00,2.837
2019-05-17 06:06:54+00:00,2.552
2019-05-17 06:16:54+00:00,2.067
2019-05-17 06:26:54+00:00,4.868
2019-05-17 06:36:54+00:00,4.545
2019-05-17 06:46:54+00:00,3.24
2019-05-17 06:56:54+00:00,3.931
2019-05-17 07:06:54+00:00,2.158
2019-05-17 07:16:54+00:00,2.168
2019-05-17 07:26:54+00:00,1.675
2019-05-17 07:36:54+00:00,1.796
2019-05-17 07:46:54+00:00,3.288
2019-05-17 07:56:54+00:00,2.006
2019-05-17 08:06:54+00:00,3.686
2019-05-17 08:16:54+00:00,3.396
2019-05-17 08:26:54+00:00,5.137
2019-05-17 08:36:54+00:00,5.741
2019-05-17 08:46:54+00:00,7.197
2019-05-17 08:56:54+00:00,6.254
2019-05-17 09:06:54+00:00,8.144
2019-05-17 09:16:54+00:00,5.447
2019-05-17 09:26:54+00:00,5.113
2019-05-17 09:36:54+00:00,4.755
2019-05-17 09:46:54+00:00,3.614
2019-05-17 09:56:54+00:00,4.891
2019-05-17 10:06:54+00:00,5.124
2019-05-17 10:16:54+00:00,4.093
2019-05-17 10:26:54+00:00,4.254
2019-05-17 10:36:54+00:00,4.129
2019-05-17 10:46:54+00:00,3.311
2019-05-17 10:56:54+00:00,4.046
2019-05-17 11:06:54+00:00,4.405
2019-05-17 11:16:54+00:00,6.337
2019-05-17 11:26:54+00:00,6.811
2019-05-17 11:36:54+00:00,6.945
2019-05-17 11:46:54+00:00,7.841
2019-05-17 11:56:54+00:00,6.16
2019-05-17 12:06:54+00:00,8.919
2019-05-17 12:16:54+00:00,9.775
2019-05-17 12:26:54+00:00,7.08
2019-05-17 12:36:54+00:00,7.962
2019-05-17 12:46:54+00:00,5.29
2019-05-17 12:56:54+00:00,7.753
2019-05-17 13:06:54+00:00,12.405
2019-05-17 13:16:54+00:00,9.401
2019-05-17 13:26:54+00:00,6.91
2019-05-17 13:36:54+00:00,1.465
2019-05-17 13:46:54+00:00,3.748
2019-05-17 13:56:54+00:00,2.957
2019-05-17 14:06:54+00:00,7.584
2019-05-17 14:16:54+00:00,7.467
2019-05-17 14:26:54+00:00,5.115
2019-05-17 14:36:54+00:00,5.644
2019-05-17 14:46:54+00:00,6.989
2019-05-17 14:56:54+00:00,6.886
2019-05-17 15:06:54+00:00,5.896
2019-05-17 15:16:54+00:00,4.927
2019-05-17 15:26:54+00:00,7.923
2019-05-17 15:36:54+00:00,8.261
2019-05-17 15:46:54+00:00,8.281
2019-05-17 15:56:54+00:00,4.649
2019-05-17 16:06:54+00:00,3.842
2019-05-17 16:16:54+00:00,6.629
2019-05-17 16:26:54+00:00,7.697
2019-05-17 16:36:54+00:00,6.035
2019-05-17 16:46:54+00:00,7.388
2019-05-17 16:56:54+00:00,5.907
2019-05-17 17:06:54+00:00,4.944
2019-05-17 17:16:54+00:00,4.172
2019-05-17 17:26:54+00:00,4.267
2019-05-17 17:36:54+00:00,3.68
2019-05-17 17:46:54+00:00,3.028
2019-05-17 17:56:54+00:00,3.915
2019-05-17 18:06:54+00:00,1.242
2019-05-17 18:16:54+00:00,1.912
2019-05-17 18:26:54+00:00,2.788
2019-05-17 18:36:54+00:00,3.123
2019-05-17 18:46:54+00:00,2.424
2019-05-17 18:56:54+00:00,6.607
2019-05-17 19:06:54+00:00,4.997
2019-05-17 19:16:54+00:00,4.359
2019-05-17 19:26:54+00:00,2.331
2019-05-17 19:36:54+00:00,0.957
2019-05-17 19:46:54+00:00,3.649
2019-05-17 19:56:54+00:00,3.862
2019-05-17 20:06:54+00:00,4.24
2019-05-17 20:16:54+00:00,3.559
2019-05-17 20:26:54+00:00,3.353
2019-05-17 20:36:54+00:00,3.102
2019-05-17 20:46:54+00:00,2.911
2019-05-17 20:56:54+00:00,2.124
2019-05-17 21:06:54+00:00,4.117
2019-05-17 21:16:54+00:00,4.248
2019-05-17 21:26:54+00:00,2.059
2019-05-17 21:36:54+00:00,1.384
2019-05-17 21:46:54+00:00,2.186
2019-05-17 21:56:54+00:00,2.62
2019-05-17 22:06:54+00:00,3.269
2019-05-17 22:16:54+00:00,2.799
2019-05-17 22:26:54+00:00,4.644
2019-05-17 22:36:54+00:00,4.247
2019-05-17 22:46:54+00:00,4.846
2019-05-17 22:56:54+00:00,3.789
2019-05-17 23:06:54+00:00,2.19
2019-05-17 23:16:54+00:00,2.557
2019-05-17 23:26:54+00:00,5.016
2019-05-17 23:36:54+00:00,4.859
2019-05-17 23:46:54+00:00,3.369
2019-05-17 23:56:54+00:00,4.313
2019-05-18 00:06:54+00:00,5.245
2019-05-18 00:16:54+00:00,5.737
2019-05-18 00:26:54+00:00,5.812
2019-05-18 00:36:54+00:00,6.743
2019-05-18 00:46:54+00:00,7.446
2019-05-18 00:56:54+00:00,6.338
2019-05-18 01:06:54+00:00,7.441
2019-05-18 01:16:54+00:00,7.166
2019-05-18 01:26:54+00:00,6.455
2019-05-18 01:36:54+00:00,5.766
2019-05-18 01:46:54+00:00,5.46
2019-05-18 01:56:54+00:00,4.85
2019-05-18 02:06:54+00:00,7.042
2019-05-18 02:16:54+00:00,6.646
2019-05-18 02:26:54+00:00,3.814
2019-05-18 02:36:54+00:00,7.01
2019-05-18 02:46:54+00:00,3.698
2019-05-18 02:56:54+00:00,0.239
2019-05-18 03:06:54+00:00,2.057
2019-05-18 03:16:54+00:00,4.953
2019-05-18 03:26:54+00:00,3.095
2019-05-18 03:36:54+00:00,3.564
2019-05-18 03:46:54+00:00,4.856
2019-05-18 03:56:54+00:00,5.814
2019-05-18 04:06:54+00:00,5.518
2019-05-18 04:16:54+00:00,4.446
2019-05-18 04:26:54+00:00,5.273
2019-05-18 04:36:54+00:00,3.118
2019-05-18 04:46:54+00:00,8.7
2019-05-18 04:56:54+00:00,8.499
2019-05-18 05:06:54+00:00,3.964
2019-05-18 05:16:54+00:00,6.513
2019-05-18 05:26:54+00:00,5.161
2019-05-18 05:36:54+00:00,6.53
2019-05-18 05:46:54+00:00,6.921
2019-05-18 05:56:54+00:00,1.145
2019-05-18 06:06:54+00:00,4.353
2019-05-18 06:16:54+00:00,2.818
2019-05-18 06:26:54+00:00,5.465
2019-05-18 06:36:54+00:00,2.277
2019-05-18 06:46:54+00:00,2.147
2019-05-18 06:56:54+00:00,0.806
2019-05-18 07:06:54+00:00,0.509
2019-05-18 07:16:54+00:00,3.758
2019-05-18 07:26:54+00:00,4.959
2019-05-18 07:36:54+00:00,1.98
2019-05-18 07:46:54+00:00,2.462
2019-05-18 07:56:54+00:00,5.066
2019-05-18 08:06:54+00:00,3.789
2019-05-18 08:16:54+00:00,3.675
2019-05-18 08:26:54+00:00,4.948
2019-05-18 08:36:54+00:00,4.422
2019-05-18 08:46:54+00:00,3.647
2019-05-18 08:56:54+00:00,3.851
2019-05-18 09:06:54+00:00,5.228
2019-05-18 09:16:54+00:00,5.773
2019-05-18 09:26:54+00:00,5.955
2019-05-18 09:36:54+00:00,4.761
2019-05-18 09:46:54+00:00,5.562
2019-05-18 09:56:54+00:00,7.09
2019-05-18 10:06:54+00:00,6.818
2019-05-18 10:16:54+00:00,6.323
2019-05-18 10:26:54+00:00,6.309
2019-05-18 10:36:54+00:00,7.15
2019-05-18 10:46:54+00:00,8.637
2019-05-18 10:56:54+00:00,7.053
2019-05-18 11:06:54+00:00,7.792
2019-05-18 11:16:54+00:00,6.827
2019-05-18 11:26:54+00:00,7.528
2019-05-18 11:36:54+00:00,8.017
2019-05-18 11:46:54+00:00,7.249
2019-05-18 11:56:54+00:00,7.473
2019-05-18 12:06:54+00:00,7.467
2019-05-18 12:16:54+00:00,7.449
2019-05-18 12:26:54+00:00,8.471
2019-05-18 12:36:54+00:00,9.076
2019-05-18 12:46:54+00:00,8.525
2019-05-18 12:56:54+00:00,8.407
2019-05-18 13:06:54+00:00,10.134
2019-05-18 13:16:54+00:00,9.325
2019-05-18 13:26:54+00:00,8.463
2019-05-18 13:36:54+00:00,13.005
2019-05-18 13:46:54+00:00,13.185
2019-05-18 13:56:54+00:00,11.935
2019-05-18 14:06:54+00:00,13.789
2019-05-18 14:16:54+00:00,10.741
2019-05-18 14:26:54+00:00,6.936
2019-05-18 14:36:54+00:00,4.089
2019-05-18 14:46:54+00:00,6.45
2019-05-18 14:56:54+00:00,7.474
2019-05-18 15:06:54+00:00,7.02
2019-05-18 15:16:54+00:00,4.706
2019-05-18 15:26:54+00:00,5.259
2019-05-18 15:36:54+00:00,5.401
2019-05-18 15:46:54+00:00,7.171
2019-05-18 15:56:54+00:00,1.475
2019-05-18 16:06:54+00:00,0.379
2019-05-18 16:16:54+00:00,2.541
2019-05-18 16:26:54+00:00,2.65
2019-05-18 16:36:54+00:00,3.739
2019-05-18 16:46:54+00:00,3.309
2019-05-18 16:56:54+00:00,3.063
2019-05-18 17:06:54+00:00,3.952
2019-05-18 17:16:54+00:00,3.587
2019-05-18 17:26:54+00:00,2.867
2019-05-18 17:36:54+00:00,3.764
2019-05-18 17:46:54+00:00,0.738
2019-05-18 17:56:54+00:00,1.548
2019-05-18 18:06:54+00:00,3.046
2019-05-18 18:16:54+00:00,3.31
2019-05-18 18:26:54+00:00,3.459
2019-05-18 18:36:54+00:00,8.017
2019-05-18 18:46:54+00:00,8.165
2019-05-18 18:56:54+00:00,7.272
2019-05-18 19:06:54+00:00,7.476
2019-05-18 19:16:54+00:00,6.549
2019-05-18 19:26:54+00:00,6.379
